city_ch;date;district;area;xiaoqu;price;sale
苏州;20201222;高新;枫桥;鑫苑国际花园南区(虎丘区);35032;90
苏州;20201222;高新;枫桥;苏高新天之运;28336;147
苏州;20201222;高新;枫桥;旭辉御府;37536;42
苏州;20201222;高新;枫桥;大地之歌;27497;59
苏州;20201222;高新;枫桥;新区港龙城市商业广场;15339;85
苏州;20201222;高新;枫桥;东浜新苑南区;29141;42
苏州;20201222;高新;枫桥;马浜花园西区;26481;33
苏州;20201222;高新;枫桥;马浜花园北区;29739;56
苏州;20201222;高新;枫桥;姚桥新苑;29958;16
苏州;20201222;高新;枫桥;金科王府一期;38788;21
苏州;20201222;高新;枫桥;林枫苑;22811;44
苏州;20201222;高新;枫桥;东浜新苑北区;26466;28
苏州;20201222;高新;枫桥;新毛家花园;23402;38
苏州;20201222;高新;枫桥;张步新村;31792;9
苏州;20201222;高新;枫桥;马浜花园南区;30699;29
苏州;20201222;高新;枫桥;鑫苑国际城市花园北区(虎丘区);35097;64
苏州;20201222;高新;枫桥;康佳花园四区;25857;25
苏州;20201222;高新;枫桥;富康新村;24465;26
苏州;20201222;高新;枫桥;康佳花园二区;26120;15
苏州;20201222;高新;枫桥;康佳花园五区;25313;21
苏州;20201222;高新;枫桥;康佳花园三区;25549;19
苏州;20201222;高新;枫桥;枫秀苑;24465;18
苏州;20201222;高新;枫桥;金科王府二期;31361;8
苏州;20201222;高新;枫桥;佳林花苑;41251;4
苏州;20201222;高新;枫桥;康佳花园一区;24733;9
苏州;20201222;高新;枫桥;天之运寓199;20484;27
苏州;20201222;高新;枫桥;蓝天广场;14124;39
苏州;20201222;高新;枫桥;金科王府三期;32231;2
苏州;20201222;高新;枫桥;河畔人家;26018;1
苏州;20201222;高新;枫桥;康佳花园;24681;4
苏州;20201222;高新;枫桥;康佳花园六区;24897;4
苏州;20201222;高新;枫桥;枫津大街小区;24663;2
苏州;20201222;高新;枫桥;马浜商业街;0;0
苏州;20201222;高新;横塘;仁恒棠悦湾;41022;67
苏州;20201222;高新;横塘;山水映象;25304;83
苏州;20201222;高新;横塘;新创宝带熙岸;25406;87
苏州;20201222;高新;横塘;湖畔佳苑;24034;35
苏州;20201222;高新;横塘;学府花苑;20169;68
苏州;20201222;高新;横塘;锦悦湾雅园;38236;20
苏州;20201222;高新;横塘;中锐星悦湾名苑;28732;40
苏州;20201222;高新;横塘;湖畔翠庭;22135;26
苏州;20201222;高新;横塘;美田山水之恋;30928;21
苏州;20201222;高新;横塘;石湖花园;18812;12
苏州;20201222;高新;横塘;星韵花园二期;38699;35
苏州;20201222;高新;横塘;石湖山水居;18799;2
苏州;20201222;高新;横塘;星韵花园三期;35286;23
苏州;20201222;高新;横塘;水岸秀墅;30691;2
苏州;20201222;高新;横塘;彩云花园;19697;4
苏州;20201222;高新;横塘;晋源水岸花苑;0;0
苏州;20201222;高新;横塘;汇金新地;14670;0
苏州;20201222;高新;横塘;金屋山庄;25199;2
苏州;20201222;高新;横塘;星悦湾商务广场;21237;1
苏州;20201222;高新;横塘;横塘西街小区;28578;5
苏州;20201222;高新;横塘;苏福路199号;20692;2
苏州;20201222;高新;横塘;好易家家居广场;0;0
苏州;20201222;高新;横塘;横塘路88号;0;1
苏州;20201222;高新;浒关;南山柠檬花园柠府;25252;107
苏州;20201222;高新;浒关;水语金成花园;25528;91
苏州;20201222;高新;浒关;金辉浅湾雅苑;23724;87
苏州;20201222;高新;浒关;旭辉悦庭;23199;55
苏州;20201222;高新;浒关;文昌花园;21036;62
苏州;20201222;高新;浒关;运河公馆;29178;22
苏州;20201222;高新;浒关;弘阳上水;23345;66
苏州;20201222;高新;浒关;旭辉苹果乐园;22253;42
苏州;20201222;高新;浒关;中吴红玺御园;21197;52
苏州;20201222;高新;浒关;惠丰花园二区;20558;40
苏州;20201222;高新;浒关;浒墅人家三区;18095;76
苏州;20201222;高新;浒关;金榈湾西区;20453;37
苏州;20201222;高新;浒关;中交路劲璞玥风华;38066;8
苏州;20201222;高新;浒关;浒墅人家;18099;41
苏州;20201222;高新;浒关;新浒花园二区;18311;21
苏州;20201222;高新;浒关;陆家嘴锦绣澜山;19383;9
苏州;20201222;高新;浒关;金榈湾丹景廷;21836;48
苏州;20201222;高新;浒关;金榈湾东区;20697;14
苏州;20201222;高新;浒关;新浒花园一区;18089;7
苏州;20201222;高新;浒关;新浒花园三区;18342;21
苏州;20201222;高新;浒关;阳山花苑一区;18551;51
苏州;20201222;高新;浒关;惠丰花园;18691;33
苏州;20201222;高新;浒关;旭辉玺悦;23446;25
苏州;20201222;高新;浒关;阳山花苑六区;16777;43
苏州;20201222;高新;浒关;南山楠;29623;21
苏州;20201222;高新;浒关;越秀江南悦府;0;0
苏州;20201222;高新;浒关;星榈湾;21707;31
苏州;20201222;高新;浒关;红叶花园一区;18573;12
苏州;20201222;高新;浒关;阳山花苑四区;19019;16
苏州;20201222;高新;浒关;阳山花苑三区;18023;22
苏州;20201222;高新;浒关;新浒花园四区;16925;16
苏州;20201222;高新;浒关;金都城;10835;21
苏州;20201222;高新;浒关;弘阳上煕名苑;24466;4
苏州;20201222;高新;浒关;洛克公园;0;0
苏州;20201222;高新;浒关;浒墅人家二区;16705;10
苏州;20201222;高新;浒关;名佳花园;21980;15
苏州;20201222;高新;浒关;阳山花苑五区;20081;10
苏州;20201222;高新;浒关;首开金茂熙悦;28045;7
苏州;20201222;高新;浒关;阳山花苑二区;19532;11
苏州;20201222;高新;浒关;惠丰花园北区;19836;20
苏州;20201222;高新;浒关;运河与岸;0;0
苏州;20201222;高新;浒关;红叶花园二区;18056;0
苏州;20201222;高新;浒关;浒新街68号;17231;1
苏州;20201222;高新;浒关;中南春风南岸;26263;0
苏州;20201222;高新;浒关;新浒商业街;11673;3
苏州;20201222;高新;浒关;龙华一村;17205;5
苏州;20201222;高新;浒关;兴贤路650号;9570;4
苏州;20201222;高新;浒关;红叶花园三区;0;0
苏州;20201222;高新;浒关;保卫新村;0;0
苏州;20201222;高新;浒关;惠丰街散盘;0;0
苏州;20201222;高新;科技城;幸福未来花园;32042;87
苏州;20201222;高新;科技城;绿地瞰湖生活广场;31715;62
苏州;20201222;高新;科技城;山湖湾北区;30510;75
苏州;20201222;高新;科技城;招商雍和苑;34663;33
苏州;20201222;高新;科技城;朗诗绿洲天屿;44887;31
苏州;20201222;高新;科技城;虹锦湾;22100;69
苏州;20201222;高新;科技城;科技城金茂府;44140;10
苏州;20201222;高新;科技城;中航樾公馆;29769;65
苏州;20201222;高新;科技城;中航樾玺;28698;118
苏州;20201222;高新;科技城;山湖湾南区;32597;32
苏州;20201222;高新;科技城;望湖湾;29445;53
苏州;20201222;高新;科技城;青山绿庭二区;29289;59
苏州;20201222;高新;科技城;水岸年华;33106;27
苏州;20201222;高新;科技城;龙惠花苑;20495;24
苏州;20201222;高新;科技城;水秀苑;31069;36
苏州;20201222;高新;科技城;永新秀郡;28489;49
苏州;20201222;高新;科技城;万科翠逸花园;35741;2
苏州;20201222;高新;科技城;景瑞无双;45561;16
苏州;20201222;高新;科技城;绿地中央广场五期;28415;80
苏州;20201222;高新;科技城;绿地中央广场四期;29367;71
苏州;20201222;高新;科技城;青山绿庭一区;26140;41
苏州;20201222;高新;科技城;绿地中央广场三期;32565;42
苏州;20201222;高新;科技城;立德绿筑空间;13541;48
苏州;20201222;高新;科技城;云栖麓;31611;4
苏州;20201222;高新;科技城;清山慧谷;35581;8
苏州;20201222;高新;科技城;万科新都会;38060;5
苏州;20201222;高新;科技城;万科翠逸花园一区;33183;4
苏州;20201222;高新;科技城;万科翠逸花园二区;31920;2
苏州;20201222;高新;科技城;万科翠逸花园三区;40549;1
苏州;20201222;高新;科技城;融湖雅墅;39616;4
苏州;20201222;高新;科技城;前山澜庭;51502;0
苏州;20201222;高新;科技城;致远国际商务大厦;0;0
苏州;20201222;高新;木渎;合景领峰;26565;200
苏州;20201222;高新;木渎;山水华庭;24824;110
苏州;20201222;高新;木渎;招商雍华府;25973;77
苏州;20201222;高新;木渎;万科城;23529;122
苏州;20201222;高新;木渎;正荣华府;26477;156
苏州;20201222;高新;木渎;苏香名园;19957;82
苏州;20201222;高新;木渎;永新大成珺;21785;203
苏州;20201222;高新;木渎;旭辉香格里;26656;85
苏州;20201222;高新;木渎;尼盛滨江城;22807;118
苏州;20201222;高新;木渎;枫华紫园;25451;110
苏州;20201222;高新;木渎;合景睿峰;13790;115
苏州;20201222;高新;木渎;诚河新旅城三区;25386;87
苏州;20201222;高新;木渎;天地源拾锦香都;25439;24
苏州;20201222;高新;木渎;诚河新旅城七区;25405;58
苏州;20201222;高新;木渎;红星国际生活广场;25212;118
苏州;20201222;高新;木渎;绿城春江明月;22961;43
苏州;20201222;高新;木渎;中航樾园;37108;49
苏州;20201222;高新;木渎;浙建枫华广场;15523;94
苏州;20201222;高新;木渎;棕榈湾尼盛山庄;22281;59
苏州;20201222;高新;木渎;金枫美地;21114;87
苏州;20201222;高新;木渎;云山诗意(吴中区);23583;49
苏州;20201222;高新;木渎;苏胥湾;23865;44
苏州;20201222;高新;木渎;巨塔花园;19928;41
苏州;20201222;高新;木渎;诚河新旅城一区;23844;36
苏州;20201222;高新;木渎;金枫国际;14040;25
苏州;20201222;高新;木渎;康悦家园;19555;74
苏州;20201222;高新;木渎;瑞景苑;20713;25
苏州;20201222;高新;木渎;大运城;15108;97
苏州;20201222;高新;木渎;诚河新旅城六区;26254;22
苏州;20201222;高新;木渎;诚河新旅城二区;24606;50
苏州;20201222;高新;木渎;朗诗绿色街区;25557;71
苏州;20201222;高新;木渎;蓝光和雍锦园;30446;69
苏州;20201222;高新;木渎;长江一号;14869;19
苏州;20201222;高新;木渎;青山溪语花园;19509;21
苏州;20201222;高新;木渎;珠江新城;15728;26
苏州;20201222;高新;木渎;世茂御珑墅;36620;37
苏州;20201222;高新;木渎;金运花园;18790;30
苏州;20201222;高新;木渎;姑苏印象花园;18381;38
苏州;20201222;高新;木渎;姑苏桃花源;32852;29
苏州;20201222;高新;木渎;青年城;24149;36
苏州;20201222;高新;木渎;中澳广场;9160;33
苏州;20201222;高新;木渎;雀梅花园;18112;8
苏州;20201222;高新;木渎;香榭假日山庄;29188;24
苏州;20201222;高新;木渎;国瑞熙墅;40883;9
苏州;20201222;高新;木渎;飞凡第五街;13297;23
苏州;20201222;高新;木渎;东门町;16454;35
苏州;20201222;高新;木渎;天平花园;18948;46
苏州;20201222;高新;木渎;金山别墅;28628;15
苏州;20201222;高新;木渎;翠坊新村;21315;69
苏州;20201222;高新;木渎;华夏五金机电城;8945;26
苏州;20201222;高新;木渎;朗诗绿街南岸;26884;50
苏州;20201222;高新;木渎;山合院;21831;19
苏州;20201222;高新;木渎;东方锦城;12166;9
苏州;20201222;高新;木渎;上坤狮山四季;29272;10
苏州;20201222;高新;木渎;馨乐花园;18681;18
苏州;20201222;高新;木渎;山景天下;21588;22
苏州;20201222;高新;木渎;天地源金兰尚院;26121;4
苏州;20201222;高新;木渎;金山浜花园;20879;10
苏州;20201222;高新;木渎;吾丰花园;18080;5
苏州;20201222;高新;木渎;花苑新邨;20555;32
苏州;20201222;高新;木渎;天逸湾花园;14491;8
苏州;20201222;高新;木渎;诚河新旅城五区;28627;3
苏州;20201222;高新;木渎;岚山别墅;29603;24
苏州;20201222;高新;木渎;上城;14841;12
苏州;20201222;高新;木渎;金域蓝湾;21542;8
苏州;20201222;高新;木渎;凯马悠尚生活广场;13590;28
苏州;20201222;高新;木渎;香枫印象;0;0
苏州;20201222;高新;木渎;天邻风景;36166;7
苏州;20201222;高新;木渎;新姜窑花园;23380;10
苏州;20201222;高新;木渎;合润御府;27432;4
苏州;20201222;高新;木渎;花样城公寓;15496;20
苏州;20201222;高新;木渎;天伦随园;46752;3
苏州;20201222;高新;木渎;灵岩新村;23536;22
苏州;20201222;高新;木渎;天灵小区;21257;10
苏州;20201222;高新;木渎;海兰堡;22992;4
苏州;20201222;高新;木渎;教师公寓;20535;6
苏州;20201222;高新;木渎;万科西郡;37135;9
苏州;20201222;高新;木渎;梅家桥花园;23588;7
苏州;20201222;高新;木渎;新怡花园;21719;5
苏州;20201222;高新;木渎;山雨墅;39076;0
苏州;20201222;高新;木渎;香港花园;19145;10
苏州;20201222;高新;木渎;香溪花苑;22321;15
苏州;20201222;高新;木渎;施乐新村;19788;9
苏州;20201222;高新;木渎;金山浜花园B区;20482;3
苏州;20201222;高新;木渎;金沙湾商业广场;0;0
苏州;20201222;高新;木渎;梅林新村;20441;14
苏州;20201222;高新;木渎;鑫禾花园（木渎）;17708;3
苏州;20201222;高新;木渎;熙金广场;13391;3
苏州;20201222;高新;木渎;凯马汽车用品城;9016;6
苏州;20201222;高新;木渎;日高花苑;40937;1
苏州;20201222;高新;木渎;金沙国际;0;0
苏州;20201222;高新;木渎;天平风光山庄;36967;3
苏州;20201222;高新;木渎;惠润中环时代;13006;17
苏州;20201222;高新;木渎;山合坊;15145;2
苏州;20201222;高新;木渎;姑苏金茂悦;0;0
苏州;20201222;高新;木渎;林泉山庄;19860;4
苏州;20201222;高新;木渎;塔影新村;27631;3
苏州;20201222;高新;木渎;翠坊南街小区;24033;5
苏州;20201222;高新;木渎;馨乐花园B区;21512;3
苏州;20201222;高新;木渎;紫竹苑(吴中区);32162;1
苏州;20201222;高新;木渎;天伦花园;40826;1
苏州;20201222;高新;木渎;绿洲明月湾;29526;2
苏州;20201222;高新;木渎;御景花园(吴中区);0;0
苏州;20201222;高新;木渎;文胥坊;15386;8
苏州;20201222;高新;木渎;合家欢花苑;38341;2
苏州;20201222;高新;木渎;学林雅苑;21207;0
苏州;20201222;高新;木渎;文胥广场吴宫馆;12645;2
苏州;20201222;高新;木渎;苏州灵岩山庄;0;0
苏州;20201222;高新;木渎;泉景花园;32518;2
苏州;20201222;高新;木渎;塔影巷;21823;6
苏州;20201222;高新;木渎;凯马广场;0;0
苏州;20201222;高新;木渎;中山村小区;18115;1
苏州;20201222;高新;木渎;吐哈石油新村;19539;1
苏州;20201222;高新;木渎;东方苑（木渎）;15318;2
苏州;20201222;高新;木渎;翠坊北街散盘;23535;4
苏州;20201222;高新;木渎;新岛花园;22552;1
苏州;20201222;高新;木渎;明月湾二期;25127;0
苏州;20201222;高新;木渎;林欣苑;15507;0
苏州;20201222;高新;木渎;新华园;27939;2
苏州;20201222;高新;木渎;下沙塘新村;24186;2
苏州;20201222;高新;木渎;新枫公馆;0;0
苏州;20201222;高新;木渎;珠江小区;0;0
苏州;20201222;高新;木渎;大富阁新村;18976;1
苏州;20201222;高新;木渎;雅苑小区;11211;0
苏州;20201222;高新;木渎;东街散盘;23527;1
苏州;20201222;高新;木渎;藏书雅苑;0;0
苏州;20201222;高新;木渎;古松街小区;20558;1
苏州;20201222;高新;木渎;花苑三村;20771;1
苏州;20201222;高新;木渎;林华小区;24233;1
苏州;20201222;高新;木渎;天华学校教师职工楼;0;0
苏州;20201222;高新;木渎;招商花园坊;0;0
苏州;20201222;高新;木渎;梅林路小区;0;0
苏州;20201222;高新;木渎;姑苏路;0;1
苏州;20201222;高新;木渎;领峰商务广场;0;0
苏州;20201222;高新;木渎;西街148号;39625;1
苏州;20201222;高新;木渎;西街119-1号;21053;0
苏州;20201222;高新;木渎;采香泾花园;0;0
苏州;20201222;高新;木渎;木渎镇西街散盘;16753;0
苏州;20201222;高新;木渎;河桥里;24241;0
苏州;20201222;高新;木渎;中山东路;21760;1
苏州;20201222;高新;木渎;宝马大厦;10000;0
苏州;20201222;高新;木渎;香溪东路6号;19833;1
苏州;20201222;高新;木渎;姜窑村;32366;1
苏州;20201222;高新;木渎;香溪西路;0;0
苏州;20201222;高新;木渎;翠坊二村;22935;0
苏州;20201222;高新;木渎;花苑二村;19340;1
苏州;20201222;高新;木渎;下沙新村;23810;1
苏州;20201222;高新;木渎;西街老园上16;0;0
苏州;20201222;高新;木渎;木渎镇金灵新村;23418;2
苏州;20201222;高新;木渎;金山浜花园C区;0;0
苏州;20201222;高新;生态城;龙景花苑一区;16456;22
苏州;20201222;高新;生态城;龙景花苑三区;17055;11
苏州;20201222;高新;生态城;中节能生态岛;28277;28
苏州;20201222;高新;生态城;龙景花苑二区;16615;15
苏州;20201222;高新;生态城;秀岸花园二区;17251;8
苏州;20201222;高新;生态城;西渚花苑北区;0;0
苏州;20201222;高新;生态城;秀岸花园;14623;1
苏州;20201222;高新;生态城;龙景花苑五区;14171;14
苏州;20201222;高新;生态城;东渚新苑;0;0
苏州;20201222;高新;生态城;龙景花苑四区;18028;6
苏州;20201222;高新;生态城;永新太湖苏里;21527;8
苏州;20201222;高新;生态城;龙景花苑八区;16795;1
苏州;20201222;高新;生态城;龙景花园南区;16716;3
苏州;20201222;高新;生态城;龙景花苑七区;13796;7
苏州;20201222;高新;生态城;龙景花苑六区;14478;5
苏州;20201222;高新;生态城;龙景花苑东二区;18870;2
苏州;20201222;高新;生态城;锦绣坊;0;0
苏州;20201222;高新;狮山;荷澜庭;61330;25
苏州;20201222;高新;狮山;格林花园;31304;65
苏州;20201222;高新;狮山;招商学府1872;49903;60
苏州;20201222;高新;狮山;馨泰花苑;33393;162
苏州;20201222;高新;狮山;新升新苑;29514;144
苏州;20201222;高新;狮山;金地名悦;27910;102
苏州;20201222;高新;狮山;龙湖狮山原著;52349;49
苏州;20201222;高新;狮山;狮山新苑;47690;89
苏州;20201222;高新;狮山;狮山御园;48818;20
苏州;20201222;高新;狮山;中旅狮山名门;43706;21
苏州;20201222;高新;狮山;中梁香缇;41400;106
苏州;20201222;高新;狮山;天都花园;38948;65
苏州;20201222;高新;狮山;新港名城花园;45879;30
苏州;20201222;高新;狮山;嘉业阳光假日一二期;28054;120
苏州;20201222;高新;狮山;名馨花园;37056;65
苏州;20201222;高新;狮山;沁怡家园;49057;54
苏州;20201222;高新;狮山;今日家园(虎丘区);34627;53
苏州;20201222;高新;狮山;金色家园;27691;63
苏州;20201222;高新;狮山;世纪花园（高新）;30973;66
苏州;20201222;高新;狮山;恒达清水园;33109;43
苏州;20201222;高新;狮山;汇豪国际;55245;56
苏州;20201222;高新;狮山;何山花园南区;37161;65
苏州;20201222;高新;狮山;天房心著华庭;50247;15
苏州;20201222;高新;狮山;狮山峰汇;46458;40
苏州;20201222;高新;狮山;龙湖狮山天街生活广场一期;61104;10
苏州;20201222;高新;狮山;今创启园;37413;27
苏州;20201222;高新;狮山;新创竹园;34308;45
苏州;20201222;高新;狮山;时代花园;30376;48
苏州;20201222;高新;狮山;路劲香港时光;44949;15
苏州;20201222;高新;狮山;佳兆业广场;44021;20
苏州;20201222;高新;狮山;金河国际华庭;45872;45
苏州;20201222;高新;狮山;锦丽苑;46175;21
苏州;20201222;高新;狮山;和乐家园;52269;33
苏州;20201222;高新;狮山;挹翠华庭;33624;12
苏州;20201222;高新;狮山;万枫家园;28057;39
苏州;20201222;高新;狮山;狮山丽晶;17201;16
苏州;20201222;高新;狮山;保利雅苑;47786;26
苏州;20201222;高新;狮山;星韵花园一期;36299;38
苏州;20201222;高新;狮山;锦华苑;38752;13
苏州;20201222;高新;狮山;吴宫丽都;44958;32
苏州;20201222;高新;狮山;枫津新村;29444;49
苏州;20201222;高新;狮山;君地风华;36538;26
苏州;20201222;高新;狮山;禧悦;40555;40
苏州;20201222;高新;狮山;嘉业阳光假日五期;31748;28
苏州;20201222;高新;狮山;金龙花园;38238;23
苏州;20201222;高新;狮山;名都花园(虎丘区);35380;32
苏州;20201222;高新;狮山;嘉业阳光假日三期;27895;50
苏州;20201222;高新;狮山;龙湖狮山天街生活广场三期;58478;10
苏州;20201222;高新;狮山;狮山花苑;41132;14
苏州;20201222;高新;狮山;嘉业阳光假日四期;27071;9
苏州;20201222;高新;狮山;姑苏公馆;49242;13
苏州;20201222;高新;狮山;津西新天地;40855;6
苏州;20201222;高新;狮山;曙光苑;38729;39
苏州;20201222;高新;狮山;御花园玫瑰园;50079;18
苏州;20201222;高新;狮山;狮山当代ΜΟΜΛ;30811;21
苏州;20201222;高新;狮山;锦昌苑;42914;16
苏州;20201222;高新;狮山;运盛美之苑;36364;15
苏州;20201222;高新;狮山;滨河花苑二期;34344;25
苏州;20201222;高新;狮山;枫舟苑;31539;31
苏州;20201222;高新;狮山;新地国际公寓;34992;42
苏州;20201222;高新;狮山;锦宁阁;48444;6
苏州;20201222;高新;狮山;龙湖狮山天街生活广场二期;59651;7
苏州;20201222;高新;狮山;新狮新苑西区;21840;21
苏州;20201222;高新;狮山;新狮新苑东区;24296;31
苏州;20201222;高新;狮山;滨河花苑三期;37285;16
苏州;20201222;高新;狮山;怡馨花园;29900;26
苏州;20201222;高新;狮山;滨河花苑一期;34288;21
苏州;20201222;高新;狮山;嘉多利花园;39156;11
苏州;20201222;高新;狮山;玉山苑;44201;12
苏州;20201222;高新;狮山;百合花公寓;36326;6
苏州;20201222;高新;狮山;狮山丽舍;41627;4
苏州;20201222;高新;狮山;雅阁花园;41999;10
苏州;20201222;高新;狮山;御庭国际公寓;50120;13
苏州;20201222;高新;狮山;姑苏花苑;48248;1
苏州;20201222;高新;狮山;名尚花园;55192;8
苏州;20201222;高新;狮山;御花园;66252;2
苏州;20201222;高新;狮山;灏景天下;34147;12
苏州;20201222;高新;狮山;万道尊品;46002;4
苏州;20201222;高新;狮山;青庭国际公寓;39059;38
苏州;20201222;高新;狮山;玉景花园动迁安置小区;21765;8
苏州;20201222;高新;狮山;狮山峰尚;46877;21
苏州;20201222;高新;狮山;苏州科技学院教师住宅;30295;5
苏州;20201222;高新;狮山;金枫苑;33745;16
苏州;20201222;高新;狮山;新创玉山广场南区;26620;20
苏州;20201222;高新;狮山;何山路散盘;21545;10
苏州;20201222;高新;狮山;玉华花园;42487;5
苏州;20201222;高新;狮山;秀水苑;37565;5
苏州;20201222;高新;狮山;白领生活馆;39116;8
苏州;20201222;高新;狮山;供电新村;47478;10
苏州;20201222;高新;狮山;何山花园北区;48311;5
苏州;20201222;高新;狮山;赛格又一城;13919;32
苏州;20201222;高新;狮山;农业局宿舍;54530;4
苏州;20201222;高新;狮山;乐嘉汇商务广场;14728;26
苏州;20201222;高新;狮山;滨河花苑三期北区;37678;7
苏州;20201222;高新;狮山;津西新天地公寓;19090;63
苏州;20201222;高新;狮山;何山路121号;22696;2
苏州;20201222;高新;狮山;人民银行家属楼;45111;2
苏州;20201222;高新;狮山;祥华苑别墅;42334;2
苏州;20201222;高新;狮山;青成大厦;11817;16
苏州;20201222;高新;狮山;智园别墅;43896;2
苏州;20201222;高新;狮山;建鑫大厦;22899;13
苏州;20201222;高新;狮山;新创玉山广场;40321;1
苏州;20201222;高新;狮山;中建八局家属楼;39794;2
苏州;20201222;高新;狮山;龙湖狮山天街生活广场3期紫宸;0;0
苏州;20201222;高新;狮山;润捷广场;30050;6
苏州;20201222;高新;狮山;御花园温莎园;65833;1
苏州;20201222;高新;狮山;狮山国际公寓;0;0
苏州;20201222;高新;狮山;银枫大厦;21063;3
苏州;20201222;高新;狮山;金狮大厦;0;0
苏州;20201222;高新;狮山;苏州高新广场;20833;1
苏州;20201222;高新;狮山;金河国际中心;11364;1
苏州;20201222;高新;狮山;绿宝广场步行街;0;0
苏州;20201222;高新;狮山;新地中心;0;0
苏州;20201222;高新;狮山;金河国际大厦;0;0
苏州;20201222;高新;狮山;华福大厦;0;0
苏州;20201222;高新;狮山;钻石广场;0;0
苏州;20201222;高新;狮山;塔园路商业街;0;0
苏州;20201222;高新;狮山;北环东路;0;0
苏州;20201222;高新;狮山;淮海街8幢;0;0
苏州;20201222;高新;狮山;御花园棕榈苑;58916;1
苏州;20201222;高新;通安;正荣悦岚山;21664;58
苏州;20201222;高新;通安;华山花园;15673;24
苏州;20201222;高新;通安;华通花园一区;16854;67
苏州;20201222;高新;通安;中铁诺德誉园;19114;55
苏州;20201222;高新;通安;禹洲嘉誉山;21748;33
苏州;20201222;高新;通安;荣尚花苑;17824;26
苏州;20201222;高新;通安;通安碧桂园;18647;13
苏州;20201222;高新;通安;华通花园六区;16498;22
苏州;20201222;高新;通安;华通花园四区;16271;24
苏州;20201222;高新;通安;泉山39°;27473;22
苏州;20201222;高新;通安;华通花园二区;15760;23
苏州;20201222;高新;通安;华通花园三区;16517;25
苏州;20201222;高新;通安;达善花园;14965;8
苏州;20201222;高新;通安;荣华花苑;20884;15
苏州;20201222;高新;通安;浅山风华雅苑;21845;4
苏州;20201222;高新;通安;新澎湃国际社区;0;0
苏州;20201222;高新;通安;通安供销社;19277;0
苏州;20201222;高新;通安;盛安商业广场;0;0
苏州;20201222;高新;通安;苏锡路156号;0;0
苏州;20201222;高新;通安;金通路48号;0;0
苏州;20201222;高新;浒墅关经济技术开发区;恒基旭辉城;25221;217
苏州;20201222;高新;浒墅关经济技术开发区;理想家园;19799;287
苏州;20201222;高新;浒墅关经济技术开发区;新港名墅花园东区;19984;38
苏州;20201222;高新;浒墅关经济技术开发区;旭辉华庭;24728;83
苏州;20201222;高新;浒墅关经济技术开发区;旭辉上河郡;23356;65
苏州;20201222;高新;浒墅关经济技术开发区;云锦苑二区;19123;56
苏州;20201222;高新;浒墅关经济技术开发区;招商依山郡;24255;77
苏州;20201222;高新;浒墅关经济技术开发区;朗沁花园;22640;56
苏州;20201222;高新;浒墅关经济技术开发区;金科天籁城;23613;106
苏州;20201222;高新;浒墅关经济技术开发区;长江花园三区;20219;60
苏州;20201222;高新;浒墅关经济技术开发区;旭辉朗香郡;19811;43
苏州;20201222;高新;浒墅关经济技术开发区;长江花园二区;18671;38
苏州;20201222;高新;浒墅关经济技术开发区;水岸逸景花园;24436;35
苏州;20201222;高新;浒墅关经济技术开发区;梧桐公馆;19960;28
苏州;20201222;高新;浒墅关经济技术开发区;长江花园一区;20202;41
苏州;20201222;高新;浒墅关经济技术开发区;中交MINI墅;12953;44
苏州;20201222;高新;浒墅关经济技术开发区;云锦苑一区;18866;16
苏州;20201222;高新;浒墅关经济技术开发区;旭辉宽阅;0;0
苏州;20201222;高新;浒墅关经济技术开发区;新港名墅花园西区;20181;90
苏州;20201222;高新;浒墅关经济技术开发区;鸿锦新苑;19978;19
苏州;20201222;高新;浒墅关经济技术开发区;鸿运家园（浒墅关）;21162;9
苏州;20201222;高新;浒墅关经济技术开发区;鸿福花苑;20237;13
苏州;20201222;高新;浒墅关经济技术开发区;冠城大通珑湾;23126;15
苏州;20201222;高新;浒墅关经济技术开发区;华山路158号;0;0
苏州;20201222;高新;浒墅关经济技术开发区;旭辉百合商业广场;19672;0
苏州;20201222;高新;浒墅关经济技术开发区;汇金广场;0;0
苏州;20201222;高新;浒墅关经济技术开发区;马墩路21;0;0
苏州;20201222;高新;浒墅关经济技术开发区;海关大楼;0;0
苏州;20201222;高新;阳山生态区;万科遇见山;28927;145
苏州;20201222;高新;阳山生态区;景山玫瑰园;25676;48
苏州;20201222;高新;阳山生态区;北辰旭辉壹号院;29949;77
苏州;20201222;高新;阳山生态区;华宇林泉雅舍;26544;37
苏州;20201222;高新;阳山生态区;山河佳苑;22900;39
苏州;20201222;高新;阳山生态区;津西美墅馆;27792;29
苏州;20201222;高新;阳山生态区;长成锦溪禾府;23905;44
苏州;20201222;高新;阳山生态区;杨木桥新苑;17654;31
苏州;20201222;高新;阳山生态区;新鹿花苑三期;18296;15
苏州;20201222;高新;阳山生态区;新鹿花苑;18467;17
苏州;20201222;高新;阳山生态区;白马涧花园四区;18447;25
苏州;20201222;高新;阳山生态区;白马涧花园三区;18963;23
苏州;20201222;高新;阳山生态区;白马涧花园一区;18555;16
苏州;20201222;高新;阳山生态区;秦馀山庄;25293;9
苏州;20201222;高新;阳山生态区;仰山墅;30248;7
苏州;20201222;高新;阳山生态区;新创悦山墅;23230;1
苏州;20201222;高新;阳山生态区;翡翠四季;0;0
苏州;20201222;高新;阳山生态区;白马涧花园二区;18708;23
